iT;t;p
0;0
1;0.0008
2;0.002
3;0.002
4;0.003
5;0.004
6;0.005
7;0.005
8;0.006
9;0.007
1e+01;0.008
1e+01;0.009
1e+01;0.009
1e+01;0.01
1e+01;0.01
2e+01;0.01
2e+01;0.01
2e+01;0.01
2e+01;0.01
2e+01;0.01
2e+01;0.02
2e+01;0.02
2e+01;0.02
2e+01;0.02
2e+01;0.02
2e+01;0.02
3e+01;0.02
3e+01;0.02
3e+01;0.02
3e+01;0.02
3e+01;0.02
3e+01;0.02
3e+01;0.03
3e+01;0.03
3e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.03
4e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
5e+01;0.04
6e+01;0.04
6e+01;0.04
6e+01;0.04
6e+01;0.05
6e+01;0.05
6e+01;0.05
6e+01;0.05
6e+01;0.05
6e+01;0.05
6e+01;0.05
6e+01;0.05
7e+01;0.05
7e+01;0.05
7e+01;0.05
7e+01;0.05
7e+01;0.05
7e+01;0.06
7e+01;0.06
7e+01;0.06
7e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.06
8e+01;0.07
8e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
9e+01;0.07
1e+02;0.07
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.08
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.09
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
1e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.1
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
2e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
3e+02;0.2
