iT;t;p1;p2
0;0;0.0009510565162903125;0.0005877852524160213
1;0.00078125;0.0007856437381027112;0.0008249128392587105
2;0.0015625;0.0005203194020092875;0.0009568413870510994
3;0.00234375;0.0001888191476003461;0.0009670169150316118
4;0.003125;-0.0001665565888894586;0.0008539887264002269
5;0.00390625;-0.0005006362994208757;0.0006323902834992623
6;0.004687500000000001;-0.0007708246134825458;0.0003302727651923003
7;0.005468750000000001;-0.0009428259715302071;-1.357581565268144e-05
8;0.00625;-0.0009947064046779512;-0.0003550808340454144
9;0.00703125;-0.0009199688459678631;-0.0006496833862001949
10;0.0078125;-0.0007280152391710241;-0.0008598433541919803
11;0.008593750000000001;-0.0004431139914231608;-0.0009608448137138718
12;0.009375000000000001;-0.0001009807266806699;-0.0009447633792660781
13;0.01015625;0.0002550644767325139;-0.0008166790206208437
14;0.0109375;0.0005789659662696067;-0.0005890890130710128
15;0.01171875;0.0008268802688083573;-0.0002793488689955363
16;0.0125;0.0009642186732889968;8.240664404487082e-05
17;0.01328125;0.0009730408422304512;0.0004460113859749981
18;0.0140625;0.0008574048127532782;0.0007467007932670336
19;0.01484375;0.0006407192762101962;0.0009303559321172846
20;0.015625;0.0003557313727166426;0.0009778161183930933
21;0.01640625;3.30900717623687e-05;0.0009067674524582495
22;0.0171875;-0.0003004394663245573;0.0007452646059391554
23;0.01796875;-0.0006134790857383147;0.0005070123085412585
24;0.01875;-0.0008615986910929981;0.0001947416764475444
25;0.01953125;-0.0009949511345439532;-0.0001693853206840382
26;0.0203125;-0.0009814305706944044;-0.000526296280289292
27;0.02109375;-0.0008274402539427683;-0.000800571506867224
28;0.021875;-0.0005738850350098801;-0.0009452244889871508
29;0.02265625;-0.0002694128379516769;-0.0009619415342664676
30;0.0234375;5.43228870810708e-05;-0.0008780700760932328
31;0.02421875;0.0003798817845866627;-0.0007074566428855178
32;0.025;0.0006804422349280989;-0.0004451161562428751
33;0.02578125;0.0009060211896212422;-9.962324793377775e-05
34;0.0265625;0.001002645542939717;0.0002771740313013045
35;0.02734375;0.0009479502538548937;0.0006067853115988934
36;0.028125;0.000766343493827056;0.0008311640497898528
37;0.02890625;0.0005057639949275957;0.0009404284704335927
38;0.0296875;0.0002025561795259515;0.0009503996440495636
39;0.03046875;-0.0001273296788895095;0.0008640489310588843
40;0.03125;-0.0004632964223674207;0.0006655734717545178
41;0.03203125;-0.0007571450936059895;0.0003566677954343807
42;0.0328125;-0.0009454765824254233;-1.4541809681153e-05
43;0.03359375;-0.0009894506714166103;-0.0003704972239878164
44;0.034375;-0.0008977308469487374;-0.0006529208835672762
45;0.03515625;-0.0007081543400696925;-0.0008460046443966954
46;0.0359375;-0.0004506593249971047;-0.000953026430427902
47;0.03671875;-0.0001365844185177897;-0.000960107745413552
48;0.03750000000000001;0.0002163222255452032;-0.0008391035306279567
49;0.03828125;0.0005584138928801016;-0.0005858038258944968
50;0.0390625;0.0008206255364105649;-0.0002458634908180102
51;0.03984375;0.0009550219089457338;0.0001089219519296118
52;0.040625;0.0009592024449981788;0.0004259619554431993
53;0.04140625000000001;0.0008578753483258575;0.0006882103928849878
54;0.0421875;0.0006681841859972337;0.0008856370338132061
55;0.04296875;0.000392247025956749;0.0009869677311750518
56;0.04375;4.50548474570193e-05;0.0009515754769987931
57;0.04453125;-0.000322170890437216;0.0007710672774313329
58;0.04531250000000001;-0.0006374441877596837;0.000486406186610111
59;0.04609375;-0.0008494532903569052;0.0001595547149311945
60;0.046875;-0.0009479910751603408;-0.000168065252789044
61;0.04765625;-0.0009438544331411928;-0.0004798204307311001
62;0.0484375;-0.0008376055631439764;-0.0007536310974198083
63;0.04921875000000001;-0.000619869432739506;-0.000941730194426782
64;0.05;-0.0003017938923524828;-0.0009942973518567062
65;0.05078125;6.523781242625167e-05;-0.0008991347190203669
66;0.0515625;0.000410773358453298;-0.0006904892050746033
67;0.05234375;0.0006851397978001236;-0.0004152162634151561
68;0.05312500000000001;0.0008739621262066066;-0.000100825780161055
69;0.05390625;0.0009748014787570961;0.0002384234006361415
70;0.0546875;0.000972301843224462;0.0005696403950423701
71;0.05546875;0.0008468402960109719;0.0008334684028644309
72;0.05625;0.0006071131080413276;0.0009753105268828222
73;0.05703125000000001;0.00030246114632367;0.0009820748706867259
74;0.0578125;-4.22194489146932e-06;0.0008795277523555948
75;0.05859375;-0.0002744646576502419;0.0006981248279771535
76;0.059375;-0.000500627895235084;0.0004504602457018336
77;0.06015625;-0.0006801567355978477;0.0001481067741527416
78;0.06093750000000001;-0.0007953396204053812;-0.0001715470715074237
79;0.06171875;-0.0008264878782332138;-0.0004490718012372478
80;0.0625;-0.0007779930962594032;-0.0006408047982707407
81;0.06328125;-0.000678603538593355;-0.0007453335362394379
82;0.06406250000000001;-0.0005494578820920045;-0.0007888371850034067
83;0.06484375000000001;-0.0003789804889796263;-0.0007869386275463816
84;0.065625;-0.0001382615500915563;-0.0007306488287213142
85;0.06640625;0.0001760680085377923;-0.0006070445113740183
86;0.0671875;0.000518802429724019;-0.0004234411973508638
87;0.06796875000000001;0.0008157856170024994;-0.0002003352718323489
88;0.06875000000000001;0.001002560640093482;5.227361089055194e-05
89;0.06953125;0.001043211866090132;0.0003376569165993715
90;0.0703125;0.0009252880994002529;0.00064118987453791
91;0.07109375;0.0006564535639578631;0.0009043873957731799
92;0.07187500000000001;0.0002774721515379497;0.001042119124273692
93;0.07265625000000001;-0.0001317167655846182;0.0009961742389350547
94;0.0734375;-0.0004794645533365838;0.0007728315067652147
95;0.07421875;-0.000711836693881196;0.000432932063631597
96;0.07500000000000001;-0.0008358727078909093;5.103901033483756e-05
97;0.07578125000000001;-0.0008897739173031974;-0.000311910072620473
98;0.07656250000000001;-0.0008886415898814448;-0.0006101920709321954
99;0.07734375;-0.0008037570978558506;-0.0008090479492845285
